Ticker,Last Close Price,Current Price,Signal,Method,RSI
A,151.1699981689453,151.1699981689453,HOLD (RSI=69.34),rsi,69.34304002044665
AAPL,274.0299987792969,274.0299987792969,SELL (RSI=78.51 > 70.0),rsi,78.5051767087031
ABBV,238.22000122070312,238.22000122070312,HOLD (RSI=59.68),rsi,59.676055575848586
ABNB,122.0199966430664,122.0199966430664,HOLD (RSI=48.10),rsi,48.099602665252554
ABT,128.89999389648438,128.89999389648438,HOLD (RSI=53.26),rsi,53.25807536314032
ACGL,92.83760070800781,92.83760070800781,SELL (RSI=73.25 > 70.0),rsi,73.25376151114504
ACN,246.24000549316406,246.24000549316406,HOLD (RSI=59.43),rsi,59.42609849328374
ADBE,337.31500244140625,337.31500244140625,HOLD (RSI=54.63),rsi,54.62607620019481
ADI,237.5500030517578,237.5500030517578,HOLD (RSI=47.14),rsi,47.1432608372622
ADM,58.82500076293945,58.82500076293945,HOLD (RSI=36.93),rsi,36.92652550609923
ADP,254.44000244140625,254.44000244140625,BUY (RSI=21.20 < 30.0),rsi,21.204658406102425
ADSK,299.19000244140625,299.19000244140625,HOLD (RSI=49.48),rsi,49.47682775762761
AEE,104.6050033569336,104.6050033569336,HOLD (RSI=47.94),rsi,47.94009339171527
AEP,122.70339965820312,122.70339965820312,HOLD (RSI=66.69),rsi,66.68576337960839
AES,13.835000038146973,13.835000038146973,HOLD (RSI=38.19),rsi,38.18870339901846
AFL,114.48999786376953,114.48999786376953,SELL (RSI=73.75 > 70.0),rsi,73.74539854957428
AIG,78.34500122070312,78.34500122070312,HOLD (RSI=54.54),rsi,54.54235399660509
AIZ,228.10000610351562,228.10000610351562,SELL (RSI=78.38 > 70.0),rsi,78.38065724901003
AJG,256.31500244140625,256.31500244140625,HOLD (RSI=33.46),rsi,33.46273068538778
AKAM,90.27999877929688,90.27999877929688,SELL (RSI=75.99 > 70.0),rsi,75.99040784078646
ALB,117.30500030517578,117.30500030517578,HOLD (RSI=64.36),rsi,64.3635392342074
ALGN,141.15499877929688,141.15499877929688,HOLD (RSI=63.44),rsi,63.43665561109114
ALL,210.23309326171875,210.23309326171875,SELL (RSI=74.38 > 70.0),rsi,74.37536580733436
ALLE,166.77999877929688,166.77999877929688,HOLD (RSI=33.63),rsi,33.62859739472887
AMAT,223.2899932861328,223.2899932861328,HOLD (RSI=47.65),rsi,47.65185632959889
AMCR,8.710000038146973,8.710000038146973,HOLD (RSI=64.62),rsi,64.61539251565372
AMD,255.49000549316406,255.49000549316406,HOLD (RSI=56.91),rsi,56.9144411697662
AME,195.65609741210938,195.65609741210938,HOLD (RSI=62.62),rsi,62.615943670538435
AMGN,342.8266906738281,342.8266906738281,SELL (RSI=76.37 > 70.0),rsi,76.3733677162424
AMP,465.0400085449219,465.0400085449219,HOLD (RSI=49.42),rsi,49.42130406560307
AMT,182.99000549316406,182.99000549316406,HOLD (RSI=38.33),rsi,38.33242567221159
AMZN,239.83999633789062,239.83999633789062,HOLD (RSI=63.57),rsi,63.5711920951435
ANET,133.19500732421875,133.19500732421875,HOLD (RSI=39.03),rsi,39.0310690359459
AON,352.4595947265625,352.4595947265625,HOLD (RSI=57.37),rsi,57.36566163396195
AOS,66.62000274658203,66.62000274658203,HOLD (RSI=41.73),rsi,41.732458982124214
APA,25.135099411010742,25.135099411010742,HOLD (RSI=60.65),rsi,60.6509677040926
APD,263.0400085449219,263.0400085449219,HOLD (RSI=58.77),rsi,58.76912571198104
APH,136.06500244140625,136.06500244140625,HOLD (RSI=58.77),rsi,58.76901931151429
APO,132.60000610351562,132.60000610351562,HOLD (RSI=64.52),rsi,64.51853057484567
APP,560.9600219726562,560.9600219726562,HOLD (RSI=43.72),rsi,43.71839875117626
APTV,81.95999908447266,81.95999908447266,HOLD (RSI=46.80),rsi,46.80317750191931
ARE,52.529998779296875,52.529998779296875,BUY (RSI=22.25 < 30.0),rsi,22.249389368767538
ATO,179.10000610351562,179.10000610351562,HOLD (RSI=55.72),rsi,55.72327736113902
AVB,178.0500030517578,178.0500030517578,HOLD (RSI=40.29),rsi,40.290818288723386
AVGO,334.92999267578125,334.92999267578125,HOLD (RSI=43.55),rsi,43.55466643251456
AVY,175.25010681152344,175.25010681152344,HOLD (RSI=67.06),rsi,67.0598991542082
AWK,129.6999969482422,129.6999969482422,HOLD (RSI=31.36),rsi,31.35519123841901
AXON,571.4199829101562,571.4199829101562,HOLD (RSI=38.19),rsi,38.185804119494996
AXP,368.7049865722656,368.7049865722656,SELL (RSI=82.20 > 70.0),rsi,82.20416487901844
AZO,3863.010009765625,3863.010009765625,HOLD (RSI=41.80),rsi,41.803557154828546
BA,193.6300048828125,193.6300048828125,HOLD (RSI=32.84),rsi,32.83835004295119
BAC,53.60499954223633,53.60499954223633,HOLD (RSI=66.95),rsi,66.9523226524611
BALL,47.81610107421875,47.81610107421875,HOLD (RSI=49.08),rsi,49.08143013987225
BAX,18.850000381469727,18.850000381469727,BUY (RSI=22.89 < 30.0),rsi,22.89473842715985
BBY,76.54730224609375,76.54730224609375,HOLD (RSI=45.03),rsi,45.03134479579751
BDX,195.25,195.25,HOLD (RSI=61.06),rsi,61.064306548326925
BEN,22.665000915527344,22.665000915527344,HOLD (RSI=55.10),rsi,55.10389461362107
BF-B,27.950000762939453,27.950000762939453,HOLD (RSI=48.00),rsi,48.004836870923675
BG,97.625,97.625,HOLD (RSI=56.51),rsi,56.50694887888651
BIIB,166.5749969482422,166.5749969482422,SELL (RSI=78.28 > 70.0),rsi,78.27652976411441
BK,111.60030364990234,111.60030364990234,HOLD (RSI=66.78),rsi,66.78488151658769
BKNG,5158.85009765625,5158.85009765625,HOLD (RSI=57.68),rsi,57.681152472494546
BKR,48.349998474121094,48.349998474121094,HOLD (RSI=61.85),rsi,61.85490201234473
BLDR,106.0302963256836,106.0302963256836,BUY (RSI=28.79 < 30.0),rsi,28.78656251476677
BLK,1080.7642822265625,1080.7642822265625,BUY (RSI=26.19 < 30.0),rsi,26.19108724887333
BMY,49.70009994506836,49.70009994506836,SELL (RSI=78.09 > 70.0),rsi,78.09457166586557
BR,224.88999938964844,224.88999938964844,HOLD (RSI=48.02),rsi,48.015969929395034
BRK-B,507.75,507.75,HOLD (RSI=63.46),rsi,63.46319880532675
BRO,81.23719787597656,81.23719787597656,HOLD (RSI=36.76),rsi,36.760388823103405
BSX,105.05000305175781,105.05000305175781,HOLD (RSI=66.13),rsi,66.13405385343705
BX,139.93499755859375,139.93499755859375,BUY (RSI=27.32 < 30.0),rsi,27.316349535688303
BXP,71.48480224609375,71.48480224609375,HOLD (RSI=53.18),rsi,53.17791242570003
C,102.50499725341797,102.50499725341797,HOLD (RSI=65.16),rsi,65.15704638772948
CAG,17.575000762939453,17.575000762939453,HOLD (RSI=46.67),rsi,46.66634525436025
CAH,204.3000030517578,204.3000030517578,SELL (RSI=94.66 > 70.0),rsi,94.66129390674111
CARR,56.279998779296875,56.279998779296875,HOLD (RSI=49.36),rsi,49.357502159640305
CAT,553.6199951171875,553.6199951171875,HOLD (RSI=53.30),rsi,53.29767644775833
CB,296.25,296.25,SELL (RSI=77.89 > 70.0),rsi,77.88612404442785
CBOE,259.99249267578125,259.99249267578125,SELL (RSI=73.41 > 70.0),rsi,73.40573379805694
CBRE,154.89500427246094,154.89500427246094,HOLD (RSI=49.19),rsi,49.19392777352945
CCI,92.17109680175781,92.17109680175781,HOLD (RSI=38.07),rsi,38.07379792374969
CCL,26.700000762939453,26.700000762939453,HOLD (RSI=42.72),rsi,42.719384821612174
CDNS,316.5299987792969,316.5299987792969,HOLD (RSI=45.42),rsi,45.42219915548226
CDW,148.72000122070312,148.72000122070312,HOLD (RSI=47.71),rsi,47.711532423478594
CEG,340.5773010253906,340.5773010253906,HOLD (RSI=35.82),rsi,35.822742095272744
CF,85.17500305175781,85.17500305175781,HOLD (RSI=55.71),rsi,55.708619325808904
CFG,52.39500045776367,52.39500045776367,SELL (RSI=72.62 > 70.0),rsi,72.62393167046335
CHD,85.61740112304688,85.61740112304688,HOLD (RSI=46.00),rsi,46.00390518789422
CHRW,152.46629333496094,152.46629333496094,SELL (RSI=75.19 > 70.0),rsi,75.19452918122849
CHTR,209.08749389648438,209.08749389648438,BUY (RSI=22.54 < 30.0),rsi,22.53822827232416
CI,272.875,272.875,HOLD (RSI=44.05),rsi,44.05100015086676
CINF,167.625,167.625,SELL (RSI=75.32 > 70.0),rsi,75.3237053570791
CL,78.94000244140625,78.94000244140625,HOLD (RSI=54.02),rsi,54.01631037677112
CLX,105.47090148925781,105.47090148925781,BUY (RSI=29.19 < 30.0),rsi,29.19356518571834
CMCSA,28.170000076293945,28.170000076293945,HOLD (RSI=43.13),rsi,43.12736374123173
CME,283.9150085449219,283.9150085449219,SELL (RSI=73.56 > 70.0),rsi,73.56083534600617
CMG,31.524999618530273,31.524999618530273,BUY (RSI=19.33 < 30.0),rsi,19.32874129275602
CMI,469.0799865722656,469.0799865722656,HOLD (RSI=64.07),rsi,64.0678849764407
CMS,74.55500030517578,74.55500030517578,HOLD (RSI=51.58),rsi,51.57532078435699
CNC,36.20500183105469,36.20500183105469,HOLD (RSI=51.40),rsi,51.398175212937765
CNP,39.5,39.5,HOLD (RSI=48.19),rsi,48.1876537265262
COF,220.9149932861328,220.9149932861328,HOLD (RSI=69.65),rsi,69.64502359096264
COIN,291.57000732421875,291.57000732421875,HOLD (RSI=42.20),rsi,42.19720719627022
COO,72.0426025390625,72.0426025390625,HOLD (RSI=51.63),rsi,51.62850784647498
COP,90.46499633789062,90.46499633789062,HOLD (RSI=57.64),rsi,57.64350518589091
COR,364.8157958984375,364.8157958984375,SELL (RSI=84.52 > 70.0),rsi,84.52325552802183
COST,921.7811889648438,921.7811889648438,HOLD (RSI=49.03),rsi,49.0336045548056
CPAY,285.95001220703125,285.95001220703125,HOLD (RSI=54.42),rsi,54.4208494085204
CPB,31.5,31.5,HOLD (RSI=56.03),rsi,56.03054204233674
CPRT,41.665000915527344,41.665000915527344,HOLD (RSI=38.58),rsi,38.57891659653952
CPT,102.60240173339844,102.60240173339844,HOLD (RSI=51.64),rsi,51.64082504621211
CRL,172.5500030517578,172.5500030517578,HOLD (RSI=48.29),rsi,48.294974616383925
CRM,243.49000549316406,243.49000549316406,HOLD (RSI=48.39),rsi,48.38502427249759
CRWD,533.8049926757812,533.8049926757812,HOLD (RSI=65.87),rsi,65.87263229017196
CSCO,77.23999786376953,77.23999786376953,SELL (RSI=71.21 > 70.0),rsi,71.21291492529667
CSGP,68.63999938964844,68.63999938964844,HOLD (RSI=36.63),rsi,36.62763584879433
CSX,35.179901123046875,35.179901123046875,HOLD (RSI=43.66),rsi,43.66127900902918
CTAS,188.99000549316406,188.99000549316406,HOLD (RSI=55.95),rsi,55.94962839332269
CTRA,26.079999923706055,26.079999923706055,SELL (RSI=75.89 > 70.0),rsi,75.88755117530381
CTSH,74.19100189208984,74.19100189208984,SELL (RSI=77.92 > 70.0),rsi,77.91795765067695
CTVA,66.61000061035156,66.61000061035156,SELL (RSI=74.08 > 70.0),rsi,74.07726845266629
CVS,78.8499984741211,78.8499984741211,HOLD (RSI=45.05),rsi,45.045418873329076
CVX,155.75999450683594,155.75999450683594,HOLD (RSI=56.89),rsi,56.885398658927095
D,61.21500015258789,61.21500015258789,HOLD (RSI=52.92),rsi,52.91524308644652
DAL,60.27000045776367,60.27000045776367,HOLD (RSI=49.77),rsi,49.76626915253484
DASH,199.77499389648438,199.77499389648438,BUY (RSI=23.39 < 30.0),rsi,23.39205166177078
DAY,68.875,68.875,HOLD (RSI=64.12),rsi,64.12222632059172
DD,40.869998931884766,40.869998931884766,SELL (RSI=86.71 > 70.0),rsi,86.71412031369267
DDOG,188.6199951171875,188.6199951171875,SELL (RSI=72.57 > 70.0),rsi,72.57112324841614
DE,477.2099914550781,477.2099914550781,HOLD (RSI=61.00),rsi,60.99835208359979
DECK,83.8333969116211,83.8333969116211,HOLD (RSI=35.41),rsi,35.40579628965273
DELL,136.9425048828125,136.9425048828125,HOLD (RSI=37.38),rsi,37.38120556563985
DG,104.33999633789062,104.33999633789062,HOLD (RSI=50.85),rsi,50.854381957892635
DGX,189.02999877929688,189.02999877929688,HOLD (RSI=52.37),rsi,52.36565174412793
DHI,145.07240295410156,145.07240295410156,HOLD (RSI=36.77),rsi,36.774133156679845
DHR,225.51930236816406,225.51930236816406,HOLD (RSI=63.55),rsi,63.548156149161976
DIS,105.85549926757812,105.85549926757812,HOLD (RSI=43.56),rsi,43.56379348169052
DLR,161.14999389648438,161.14999389648438,HOLD (RSI=35.94),rsi,35.93851596142926
DLTR,102.16000366210938,102.16000366210938,HOLD (RSI=62.04),rsi,62.03732780757192
DOC,17.62350082397461,17.62350082397461,HOLD (RSI=42.65),rsi,42.649879970634125
DOV,183.88999938964844,183.88999938964844,HOLD (RSI=68.90),rsi,68.90165615364802
DOW,22.635000228881836,22.635000228881836,HOLD (RSI=53.87),rsi,53.870460230336136
DPZ,409.6700134277344,409.6700134277344,HOLD (RSI=45.56),rsi,45.56097800613849
DRI,176.95860290527344,176.95860290527344,HOLD (RSI=35.08),rsi,35.084150103479246
DTE,139.11000061035156,139.11000061035156,HOLD (RSI=44.35),rsi,44.349885685386276
DUK,123.87000274658203,123.87000274658203,HOLD (RSI=36.45),rsi,36.454339562542295
DVA,123.50499725341797,123.50499725341797,HOLD (RSI=47.02),rsi,47.02471871408884
DVN,35.55500030517578,35.55500030517578,SELL (RSI=72.02 > 70.0),rsi,72.0174956623014
DXCM,60.084999084472656,60.084999084472656,HOLD (RSI=40.47),rsi,40.467092605619044
EA,201.8300018310547,201.8300018310547,HOLD (RSI=64.12),rsi,64.12216407935773
EBAY,86.66999816894531,86.66999816894531,HOLD (RSI=44.28),rsi,44.283901631297795
ECL,262.8299865722656,262.8299865722656,HOLD (RSI=43.80),rsi,43.80269865678969
ED,100.45230102539062,100.45230102539062,HOLD (RSI=48.21),rsi,48.2149825671815
EFX,209.32000732421875,209.32000732421875,HOLD (RSI=33.10),rsi,33.10019201852516
EG,329.3305969238281,329.3305969238281,HOLD (RSI=44.13),rsi,44.12637928974048
EIX,58.77000045776367,58.77000045776367,HOLD (RSI=58.45),rsi,58.45011977142009
EL,91.5199966430664,91.5199966430664,HOLD (RSI=42.00),rsi,41.9951396736572
ELV,329.239990234375,329.239990234375,HOLD (RSI=40.58),rsi,40.578984151618876
EME,622.6264038085938,622.6264038085938,HOLD (RSI=42.69),rsi,42.69160739321628
EMR,129.55999755859375,129.55999755859375,HOLD (RSI=51.00),rsi,50.997911406357595
EOG,110.25,110.25,HOLD (RSI=64.48),rsi,64.48129422771011
EPAM,181.0,181.0,SELL (RSI=81.27 > 70.0),rsi,81.2701387531036
EQIX,797.5089111328125,797.5089111328125,HOLD (RSI=46.10),rsi,46.10091542829769
EQR,59.61000061035156,59.61000061035156,HOLD (RSI=43.58),rsi,43.575800451124934
EQT,61.06999969482422,61.06999969482422,SELL (RSI=72.44 > 70.0),rsi,72.4384625309761
ERIE,288.489990234375,288.489990234375,HOLD (RSI=40.25),rsi,40.25445341694661
ES,73.76499938964844,73.76499938964844,HOLD (RSI=60.51),rsi,60.50678747510192
ESS,254.55999755859375,254.55999755859375,HOLD (RSI=47.28),rsi,47.27987657523585
ETN,357.7200012207031,357.7200012207031,HOLD (RSI=43.04),rsi,43.04398854848481
ETR,95.05999755859375,95.05999755859375,HOLD (RSI=46.45),rsi,46.4549559169152
EVRG,76.75499725341797,76.75499725341797,HOLD (RSI=46.68),rsi,46.675577277533755
EW,86.91500091552734,86.91500091552734,SELL (RSI=83.60 > 70.0),rsi,83.60422918155402
EXC,46.20000076293945,46.20000076293945,HOLD (RSI=44.38),rsi,44.37884235371611
EXE,119.12000274658203,119.12000274658203,SELL (RSI=79.66 > 70.0),rsi,79.6590733491153
EXPD,138.7949981689453,138.7949981689453,SELL (RSI=73.60 > 70.0),rsi,73.59594491767058
EXPE,271.31781005859375,271.31781005859375,SELL (RSI=74.66 > 70.0),rsi,74.6591172977398
EXR,132.1999969482422,132.1999969482422,BUY (RSI=23.67 < 30.0),rsi,23.670180926412385
F,13.4350004196167,13.4350004196167,HOLD (RSI=68.95),rsi,68.95148700721273
FANG,146.50759887695312,146.50759887695312,HOLD (RSI=59.17),rsi,59.16735345321024
FAST,40.994998931884766,40.994998931884766,HOLD (RSI=45.10),rsi,45.10463602083533
FCX,40.98500061035156,40.98500061035156,HOLD (RSI=47.45),rsi,47.44551551569287
FDS,278.7850036621094,278.7850036621094,HOLD (RSI=50.40),rsi,50.4030761719525
FDX,268.8114929199219,268.8114929199219,SELL (RSI=75.34 > 70.0),rsi,75.34217517177245
FE,46.13999938964844,46.13999938964844,HOLD (RSI=48.17),rsi,48.168644340754724
FFIV,238.59249877929688,238.59249877929688,BUY (RSI=21.06 < 30.0),rsi,21.059049293122683
FICO,1781.625,1781.625,HOLD (RSI=62.20),rsi,62.202558682990556
FIS,65.81999969482422,65.81999969482422,HOLD (RSI=50.03),rsi,50.03187421864401
FISV,65.88529968261719,65.88529968261719,BUY (RSI=18.63 < 30.0),rsi,18.634911126762432
FITB,43.19200134277344,43.19200134277344,SELL (RSI=71.24 > 70.0),rsi,71.2357606740596
FOX,59.380001068115234,59.380001068115234,SELL (RSI=79.07 > 70.0),rsi,79.06809300748446
FOXA,65.78500366210938,65.78500366210938,SELL (RSI=77.77 > 70.0),rsi,77.77429902619613
FRT,98.15499877929688,98.15499877929688,HOLD (RSI=50.33),rsi,50.328515217087926
FSLR,260.5127868652344,260.5127868652344,HOLD (RSI=57.95),rsi,57.94518786550448
FTNT,82.1050033569336,82.1050033569336,HOLD (RSI=47.63),rsi,47.63212858303338
FTV,52.44169998168945,52.44169998168945,SELL (RSI=71.68 > 70.0),rsi,71.68188572260019
GD,345.8299865722656,345.8299865722656,HOLD (RSI=61.49),rsi,61.49319684053541
GDDY,132.9281005859375,132.9281005859375,HOLD (RSI=59.21),rsi,59.205180721586665
GE,304.6499938964844,304.6499938964844,HOLD (RSI=53.53),rsi,53.527943937534076
GEHC,75.11499786376953,75.11499786376953,HOLD (RSI=55.13),rsi,55.13181429486848
GEN,27.03499984741211,27.03499984741211,HOLD (RSI=54.92),rsi,54.91732660299539
GEV,547.7999877929688,547.7999877929688,HOLD (RSI=37.22),rsi,37.22245174862012
GILD,126.94999694824219,126.94999694824219,HOLD (RSI=63.64),rsi,63.6390830732456
GIS,47.310001373291016,47.310001373291016,HOLD (RSI=48.15),rsi,48.15499343161685
GL,133.1300048828125,133.1300048828125,HOLD (RSI=48.86),rsi,48.85715386007119
GLW,84.38999938964844,84.38999938964844,HOLD (RSI=46.87),rsi,46.872482044816174
GM,72.21499633789062,72.21499633789062,SELL (RSI=81.05 > 70.0),rsi,81.0477826748928
GNRC,158.3000030517578,158.3000030517578,HOLD (RSI=30.82),rsi,30.824216517322327
GOOG,280.57000732421875,280.57000732421875,HOLD (RSI=66.13),rsi,66.1270589526917
GOOGL,279.8500061035156,279.8500061035156,HOLD (RSI=65.45),rsi,65.45118920460425
GPC,129.08230590820312,129.08230590820312,HOLD (RSI=41.78),rsi,41.77951956107917
GPN,76.7323989868164,76.7323989868164,HOLD (RSI=37.48),rsi,37.4806594550206
GRMN,197.89500427246094,197.89500427246094,BUY (RSI=14.60 < 30.0),rsi,14.597352177550178
GS,825.3300170898438,825.3300170898438,HOLD (RSI=67.94),rsi,67.93640931860986
GWW,952.1793212890625,952.1793212890625,HOLD (RSI=49.96),rsi,49.95649160130961
HAL,27.604999542236328,27.604999542236328,SELL (RSI=74.59 > 70.0),rsi,74.5856439577799
HAS,79.23999786376953,79.23999786376953,HOLD (RSI=69.39),rsi,69.39101760752376
HBAN,15.913700103759766,15.913700103759766,HOLD (RSI=59.26),rsi,59.25826203964947
HCA,474.3900146484375,474.3900146484375,SELL (RSI=73.28 > 70.0),rsi,73.28121113820154
HD,370.95770263671875,370.95770263671875,HOLD (RSI=35.83),rsi,35.832290507849876
HIG,133.4906005859375,133.4906005859375,SELL (RSI=77.11 > 70.0),rsi,77.1126765163236
HII,314.5,314.5,HOLD (RSI=65.31),rsi,65.30769503892606
HLT,274.2950134277344,274.2950134277344,HOLD (RSI=64.74),rsi,64.73940131491707
HOLX,74.5105972290039,74.5105972290039,SELL (RSI=93.50 > 70.0),rsi,93.49569526661521
HON,202.26539611816406,202.26539611816406,HOLD (RSI=61.40),rsi,61.39759863686701
HOOD,123.44999694824219,123.44999694824219,HOLD (RSI=46.26),rsi,46.263209073121594
HPE,23.25,23.25,HOLD (RSI=56.02),rsi,56.01926576518104
HPQ,25.25,25.25,HOLD (RSI=37.83),rsi,37.82770804272653
HRL,22.635000228881836,22.635000228881836,HOLD (RSI=40.09),rsi,40.08889428409346
HSIC,73.16000366210938,73.16000366210938,SELL (RSI=77.45 > 70.0),rsi,77.45433098191306
HST,17.719900131225586,17.719900131225586,HOLD (RSI=66.31),rsi,66.30990337378404
HSY,178.36000061035156,178.36000061035156,HOLD (RSI=42.25),rsi,42.248344909159194
HUBB,440.91400146484375,440.91400146484375,HOLD (RSI=54.55),rsi,54.55462595144718
HUM,241.72000122070312,241.72000122070312,HOLD (RSI=39.23),rsi,39.229730598598344
HWM,203.0399932861328,203.0399932861328,HOLD (RSI=60.71),rsi,60.7062926825656
IBKR,68.95999908447266,68.95999908447266,HOLD (RSI=50.77),rsi,50.76655526502991
IBM,310.9100036621094,310.9100036621094,HOLD (RSI=69.64),rsi,69.63917193556576
ICE,153.49159240722656,153.49159240722656,HOLD (RSI=50.21),rsi,50.21028853225237
IDXX,709.1749877929688,709.1749877929688,SELL (RSI=70.86 > 70.0),rsi,70.85740230225639
IEX,170.47000122070312,170.47000122070312,HOLD (RSI=58.91),rsi,58.90636272975635
IFF,66.36830139160156,66.36830139160156,HOLD (RSI=61.09),rsi,61.09086932543881
INCY,106.88500213623047,106.88500213623047,SELL (RSI=80.66 > 70.0),rsi,80.65778861147456
INTC,36.38999938964844,36.38999938964844,HOLD (RSI=48.70),rsi,48.7046609366411
INTU,655.2999877929688,655.2999877929688,HOLD (RSI=53.10),rsi,53.09543134513295
INVH,28.469999313354492,28.469999313354492,HOLD (RSI=50.17),rsi,50.168337951321504
IP,38.4556999206543,38.4556999206543,BUY (RSI=28.39 < 30.0),rsi,28.389220764334013
IPG,25.424999237060547,25.424999237060547,HOLD (RSI=42.64),rsi,42.63877448555326
IQV,226.11000061035156,226.11000061035156,SELL (RSI=71.49 > 70.0),rsi,71.48585052254407
IR,76.79000091552734,76.79000091552734,HOLD (RSI=52.54),rsi,52.53624061183638
IRM,92.55010223388672,92.55010223388672,BUY (RSI=29.84 < 30.0),rsi,29.841742964740646
ISRG,570.6599731445312,570.6599731445312,SELL (RSI=82.08 > 70.0),rsi,82.07885118951498
IT,233.6699981689453,233.6699981689453,HOLD (RSI=48.73),rsi,48.73449906565495
